case_id,arm_id,I_coil_A,n_e0,T_i0_keV,p_input_MW,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260901-sustainment-fence:c0000,arm-grid-I-ne,8000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,468.5897362780773,459.2086952007778,1483.00525348332,1.6897894563422695,0.06254827647396692,4.675324675324674,12.935064935064931,175409006.5778377,8521587555.514193,2831886545.454545,264145000.0,8521587555.514193,29206898.15775579,289896.41317019466,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0001,arm-grid-I-ne,8000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,311.99400027032095,305.926220957056,1991.7471702924818,2.269468270698639,0.07285338402803596,4.675324675324674,12.935064935064931,175409006.5778377,9285350221.916578,2831886545.454545,264145000.0,9285350221.916578,54132823.241979785,389344.7843515475,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0002,arm-grid-I-ne,8000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,239.41142361302553,234.89076830324677,2568.2904184235244,2.9264023574315408,0.08313054940244528,4.675324675324674,12.935064935064931,175409006.5778377,10103844107.332592,2831886545.454545,264145000.0,10103844107.332592,87819967.74732658,502046.893314483,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0003,arm-grid-I-ne,8000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,198.37858198961047,194.74471135884923,3210.510168009415,3.6581706090651926,0.0933812245986404,4.675324675324674,12.935064935064931,175409006.5778377,10974619899.188684,2831886545.454545,264145000.0,10974619899.188684,131163004.77013877,627587.3803995505,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0004,arm-grid-I-ne,8000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,172.5043035943513,169.44085888575424,3916.427928673808,4.462518662596113,0.10360668658238231,4.675324675324674,12.935064935064931,175409006.5778377,11895376878.046059,2831886545.454545,264145000.0,11895376878.046059,184912917.80942565,765579.4922474842,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0005,arm-grid-I-ne,8000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,155.0285011699996,152.36045661070636,4684.193534452694,5.33733837246573,0.11380807326810165,4.675324675324674,12.935064935064931,175409006.5778377,12864045589.911139,2831886545.454545,264145000.0,12864045589.911139,249712922.88357592,915661.5602293452,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0006,arm-grid-I-ne,8000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,142.6624624002104,140.2833231852422,5512.070591643584,6.2806512293170265,0.12398640924196458,4.675324675324674,12.935064935064931,175409006.5778377,13878768245.498026,2831886545.454545,264145000.0,13878768245.498026,326117385.18183273,1077494.1558063468,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0007,arm-grid-I-ne,8000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,134.58216242359956,132.42257701742545,6398.424471137101,7.290594678025827,0.13414262482537856,4.675324675324674,12.935064935064931,175409006.5778377,14937866509.135378,2831886545.454545,264145000.0,14937866509.135378,429815194.9166021,1250757.7432826052,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0008,arm-grid-I-ne,8000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,127.81440206026258,125.82683761740905,7341.712251391059,8.365410658364206,0.14427757066974523,4.675324675324674,12.935064935064931,175409006.5778377,16039812604.982098,2831886545.454545,264145000.0,16039812604.982098,533450844.2268406,1435150.7138675693,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0009,arm-grid-I-ne,9000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,522.3156454809508,511.7898170246249,1441.5131985969326,1.6425119185828385,0.049249447979985886,5.259740259740259,14.55194805194805,222002023.9500759,9027623989.379124,3179068363.636363,264145000.0,9027623989.379124,27866904.622392084,281785.5869554041,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0010,arm-grid-I-ne,9000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,342.3399140773717,335.62549676640776,1929.6431784718343,2.19870475160199,0.05734159977203482,5.259740259740259,14.55194805194805,222002023.9500759,9765149605.135342,3179068363.636363,264145000.0,9765149605.135342,51495711.83795323,377204.7569106,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0011,arm-grid-I-ne,9000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,259.9865055036145,255.02697666550148,2480.4727826854846,2.8263397888044266,0.06540727613099775,5.259740259740259,14.55194805194805,222002023.9500759,10552345734.010744,3179068363.636363,264145000.0,10552345734.010744,83314409.37229174,484880.387967487,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0012,arm-grid-I-ne,9000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,212.253208462241,208.29224895304307,3091.5926446387675,3.5226717113410824,0.07344802650331796,5.259740259740259,14.55194805194805,222002023.9500759,11386672702.861042,3179068363.636363,264145000.0,11386672702.861042,114737625.50039014,604341.4995051569,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0013,arm-grid-I-ne,9000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,184.54669097527002,181.22511506997486,3760.7848737504664,4.285173375015632,0.08146520731542062,5.259740259740259,14.55194805194805,222002023.9500759,12265743979.55936,3179068363.636363,264145000.0,12265743979.55936,174558300.46503484,735154.5404469772,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0014,arm-grid-I-ne,9000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,164.87100081791337,161.99118053068392,4485.997745890121,5.111506971654551,0.08946002142546733,5.259740259740259,14.55194805194805,222002023.9500759,13187418963.084137,3179068363.636363,264145000.0,13187418963.084137,235197808.7727437,876918.4417712186,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0015,arm-grid-I-ne,9000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,150.9307925596863,148.37294152073926,5265.325349631701,5.999500837317427,0.09743354646475431,5.259740259740259,14.55194805194805,222002023.9500759,14149783762.642006,3179068363.636363,264145000.0,14149783762.642006,306509803.60092247,1029260.6377806732,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0016,arm-grid-I-ne,9000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,140.71098504702837,138.3973192480058,6096.990885568074,6.947130422935974,0.1053867559376501,5.259740259740259,14.55194805194805,222002023.9500759,15151117570.579227,3179068363.636363,264145000.0,15151117570.579227,388900592.9040478,1191833.80146902,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0017,arm-grid-I-ne,9000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,133.9328155383728,131.81014247859775,6979.332736158345,7.952502421797701,0.11332053537796333,5.259740259740259,14.55194805194805,222002023.9500759,16189862060.217926,3179068363.636363,264145000.0,16189862060.217926,498446545.4619235,1364313.121468238,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0018,arm-grid-I-ne,10000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,584.9063497161952,573.047117619444,1397.197804607394,1.5920173668330808,0.03974153573259411,5.844155844155844,16.16883116883117,274076572.7778715,9528806663.133236,3526250181.818182,264145000.0,9528806663.133236,26440555.62840754,273122.85718043114,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0019,arm-grid-I-ne,10000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,376.9906889407739,369.5380510359214,1863.7837762347926,2.1236621829800923,0.04625318868905864,5.844155844155844,16.16883116883117,274076572.7778715,10238797315.51729,3526250181.818182,264145000.0,10238797315.51729,48708708.67203444,364330.62552286097,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0020,arm-grid-I-ne,10000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,281.6629874477069,276.20614440287613,2387.9657740085595,2.720933980205388,0.052739967247731,5.844155844155844,16.16883116883117,274076572.7778715,10993412420.65229,3526250181.818182,264145000.0,10993412420.65229,71036358.52211879,466797.2085953606,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0021,arm-grid-I-ne,10000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,229.6190206669198,225.28850833008116,2967.1138931741725,3.3808361505637596,0.059203495914219764,5.844155844155844,16.16883116883117,274076572.7778715,11790091223.752174,3526250181.818182,264145000.0,11790091223.752174,108341706.2945496,580008.5151945952,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0022,arm-grid-I-ne,10000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,196.93285423634038,193.3199175383404,3598.835818067773,4.100642803654254,0.06564518818378315,5.844155844155844,16.16883116883117,274076572.7778715,12626423858.637247,3526250181.818182,264145000.0,12626423858.637247,154200020.96458098,703496.8977997655,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0023,arm-grid-I-ne,10000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,174.85834811572917,171.73949099649388,4280.942950714728,4.877860172328697,0.07206628979161891,5.844155844155844,16.16883116883117,274076572.7778715,13500257143.718512,3526250181.818182,264145000.0,13500257143.718512,209154302.34666076,836834.5314242591,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0024,arm-grid-I-ne,10000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,160.2596383950322,157.49997419166874,5011.423405734638,5.710195842116419,0.07846790994025592,5.844155844155844,16.16883116883117,274076572.7778715,14409676337.824215,3526250181.818182,264145000.0,14409676337.824215,286315364.0713843,979628.1346861545,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0025,arm-grid-I-ne,10000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,148.71466940792448,146.2268820411046,5788.420024323093,6.595533699565305,0.0848510445753535,5.844155844155844,16.16883116883117,274076572.7778715,15352970264.755302,3526250181.818182,264145000.0,15352970264.755302,362532228.4844726,1131514.672002926,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0026,arm-grid-I-ne,10000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,140.00965303342613,137.73417441384512,6610.212196097766,7.531913219400281,0.0912165942406507,5.844155844155844,16.16883116883117,274076572.7778715,16328599120.190235,3526250181.818182,264145000.0,16328599120.190235,449122345.01250935,1292157.8001437408,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0027,arm-grid-I-ne,11000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,658.5102097105315,645.082967156333,1350.7360356432218,1.539077158338026,0.03271168778389913,6.428571428571428,17.785714285714285,331632653.0612245,10026091408.372625,3873432000.0,264145000.0,10026091408.372625,24951895.13431956,264040.5561294948,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0028,arm-grid-I-ne,11000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,414.57069223677155,406.270571377798,1795.2486718034966,2.0455708231650793,0.03805632549142825,6.428571428571428,17.785714285714285,331632653.0612245,10707747267.695055,3873432000.0,264145000.0,10707747267.695055,39344051.95570929,350933.45049316314,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0029,arm-grid-I-ne,11000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,308.26315460050847,302.2407092284513,2292.3692649702616,2.6120078839177183,0.04337776267233559,6.428571428571428,17.785714285714285,331632653.0612245,11429113120.680017,3873432000.0,264145000.0,11429113120.680017,66957098.72572272,448110.09672121087,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0030,arm-grid-I-ne,11000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,249.27931883024658,244.5302726405918,2839.316132850311,3.2352187918712088,0.04867767395159759,6.428571428571428,17.785714285714285,331632653.0612245,12187678207.797052,3873432000.0,264145000.0,12187678207.797052,101765024.11465983,555026.7342858275,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0031,arm-grid-I-ne,11000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,212.36935631133952,208.4270775273547,3433.5892044208517,3.912354876297985,0.05395750592049095,6.428571428571428,17.785714285714285,331632653.0612245,12981070265.579346,3873432000.0,264145000.0,12981070265.579346,144399391.93190205,671194.6517542816,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0032,arm-grid-I-ne,11000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,187.4727703161661,184.08393313256258,4072.9267907299914,4.640839087564908,0.05921852451306686,6.428571428571428,17.785714285714285,331632653.0612245,13807178441.075312,3873432000.0,264145000.0,13807178441.075312,195326378.68862078,796171.7363873766,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0033,arm-grid-I-ne,11000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,169.80145777074583,166.81390531299664,4755.27141248403,5.418327059858728,0.06446184913622505,6.428571428571428,17.785714285714285,331632653.0612245,14664137048.743904,3873432000.0,264145000.0,14664137048.743904,254915981.04353735,929555.7941497139,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0034,arm-grid-I-ne,11000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,156.79233463471368,154.10791057980774,5478.742307526948,6.242675785220663,0.0696884781900336,6.428571428571428,17.785714285714285,331632653.0612245,15550289990.370861,3873432000.0,264145000.0,15550289990.370861,323470853.90660083,1070979.1754987342,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0035,arm-grid-I-ne,11000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,147.8828629454974,145.43477750225037,6241.612951836784,7.111918000162213,0.07489930864490442,6.428571428571428,17.785714285714285,331632653.0612245,16464157375.886566,3873432000.0,264145000.0,16464157375.886566,415513526.68208176,1220104.3812111255,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0036,arm-grid-I-ne,12000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,745.9184624429837,730.6288574990325,1302.7799726505482,1.4844342975508729,0.02736990951176845,7.012987012987012,19.4025974025974,394670264.8001349,10520411603.272636,4220613818.181818,264145000.0,10520411603.272636,23424407.424811006,254666.1519467139,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0037,arm-grid-I-ne,12000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,460.558404521038,451.28021343245535,1725.0527522410978,1.9655870709321168,0.03182920216214776,7.012987012987012,19.4025974025974,394670264.8001349,11173387364.666208,4220613818.181818,264145000.0,11173387364.666208,37064742.870759286,337211.620949724,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0038,arm-grid-I-ne,12000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,338.6015213885298,331.9337604508179,2195.152611947106,2.5012357373770646,0.036266989254232225,7.012987012987012,19.4025974025974,394670264.8001349,11861379783.155876,4220613818.181818,264145000.0,11861379783.155876,62805534.996191494,429106.280689118,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0039,arm-grid-I-ne,12000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,271.57661471330835,266.35267602963705,2710.2133627977805,3.0881144582170057,0.040684970115698785,7.012987012987012,19.4025974025974,394670264.8001349,12581995905.01005,4220613818.181818,264145000.0,12581995905.01005,95118449.26434012,529789.8513545927,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0040,arm-grid-I-ne,12000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,229.8232734904832,225.50838356916003,3267.689749312609,3.7233230779301927,0.04508460101035397,7.012987012987012,19.4025974025974,394670264.8001349,13332955750.989536,4220613818.181818,264145000.0,13332955750.989536,134554672.20075476,638764.7888999148,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0041,arm-grid-I-ne,12000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,201.7107638730558,198.01695731569768,3865.304534125295,4.404266830461606,0.049467146604475626,7.012987012987012,19.4025974025974,394670264.8001349,14112237798.993675,4220613818.181818,264145000.0,14112237798.993675,181511063.54007983,755585.9411970831,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0042,arm-grid-I-ne,12000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,181.75851327134168,178.51376119422918,4501.007173518944,5.1286092526433364,0.05383371700915943,7.012987012987012,19.4025974025974,394670264.8001349,14918066412.239925,4220613818.181818,264145000.0,14918066412.239925,236297151.46085384,879852.4699704534,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0043,arm-grid-I-ne,12000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,167.05269001637674,164.14644205651777,5172.940965810263,5.894234751883497,0.058185295423479444,7.012987012987012,19.4025974025974,394670264.8001349,15748876419.863241,4220613818.181818,264145000.0,15748876419.863241,299162598.38843995,1011201.428995089,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0044,arm-grid-I-ne,12000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,155.90507721479491,153.26232435897626,5879.4164919030145,6.6992183433787895,0.06252275927272591,7.012987012987012,19.4025974025974,394670264.8001349,16603279154.389273,4220613818.181818,264145000.0,16603279154.389273,370311780.90498185,1149302.5722821844,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0045,arm-grid-I-ne,13000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,850.8418285273264,833.3160868999778,1253.9366953531505,1.4287805129155966,0.023217669480446908,7.5974025974025965,21.019480519480517,463189407.99460274,11012649008.094574,4567795636.363637,264145000.0,11012649008.094574,21880255.129490245,245118.31598137622,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0046,arm-grid-I-ne,13000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,513.8926952447624,503.4797477493311,1654.1164851224678,1.8847597400998137,0.026990069290734317,7.5974025974025965,21.019480519480517,463189407.99460274,11636998383.588903,4567795636.363637,264145000.0,11636998383.588903,34759172.75951677,323345.06899175077,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0047,arm-grid-I-ne,13000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,373.30231944053736,365.89612370200774,2097.615464985986,2.390098408531142,0.03074263789501766,7.5974025974025965,21.019480519480517,463189407.99460274,12291954091.467728,4567795636.363637,264145000.0,12291954091.467728,58642254.304727495,410039.81481621,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0048,arm-grid-I-ne,13000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,296.90304880870286,291.1394270320975,2581.5441632847123,2.941504150409604,0.0344770752432091,7.5974025974025965,21.019480519480517,463189407.99460274,12975302345.36532,4567795636.363637,264145000.0,12975302345.36532,88500823.24980025,504637.72236738517,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0049,arm-grid-I-ne,13000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,249.5704343110246,244.83372966408103,3103.3666980820767,3.5360874907661266,0.0381948258746812,7.5974025974025965,21.019480519480517,463189407.99460274,13684900975.28311,4567795636.363637,264145000.0,13684900975.28311,124813312.97716254,606643.0799302243,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0050,arm-grid-I-ne,13000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,216.54833465805658,212.5100885981407,3660.8384727353164,4.171290855558558,0.041897134327926217,7.5974025974025965,21.019480519480517,463189407.99460274,14418854741.034727,4567795636.363637,264145000.0,14418854741.034727,157873300.35111654,715617.1159533643,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0051,arm-grid-I-ne,13000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,194.12671827657542,190.59190739067049,4251.958136587455,4.84483383395851,0.04558508486394954,7.5974025974025965,21.019480519480517,463189407.99460274,15175508603.234325,4567795636.363637,264145000.0,15175508603.234325,207229100.93947363,831168.6083722909,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0052,arm-grid-I-ne,13000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,177.57922715175866,174.4230618004496,4874.929919081608,5.5546702604882086,0.04925963104244331,7.5974025974025965,21.019480519480517,463189407.99460274,15953413682.446623,4567795636.363637,264145000.0,15953413682.446623,263669555.6081724,952946.521718927,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0053,arm-grid-I-ne,13000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,165.0075619809663,162.14563910862387,5528.133442119317,6.298953818137223,0.05292161812215455,7.5974025974025965,21.019480519480517,463189407.99460274,16751293453.85156,4567795636.363637,264145000.0,16751293453.85156,327392641.64954346,1080634.106071032,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0054,arm-grid-I-ne,14000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,974.2559226909892,954.0119665127468,1204.7542966270712,1.3727403211430156,0.01992773675193216,8.18181818181818,22.63636363636363,537190082.644628,11503612355.846338,4914977454.545455,264145000.0,11503612355.846338,15042756.240278615,235504.1888915985,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0055,arm-grid-I-ne,14000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,576.0864008918704,564.3495838323154,1583.2476838615896,1.804009282289251,0.023157046868731785,8.18181818181818,22.63636363636363,537190082.644628,12099726824.55498,4914977454.545455,264145000.0,12099726824.55498,32456401.481224764,309491.7051935146,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0056,arm-grid-I-ne,14000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,413.1069366657564,404.85327780746394,2000.8674422432412,2.2798602361654963,0.026368147597863836,8.18181818181818,22.63636363636363,537190082.644628,12722356688.186485,4914977454.545455,264145000.0,12722356688.186485,54520694.72248338,391127.60617193667,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0057,arm-grid-I-ne,14000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,324.01549717509204,317.63767393231893,2454.7531303484743,2.7970338930648215,0.02956271795812488,8.18181818181818,22.63636363636363,537190082.644628,13369520879.31385,4914977454.545455,264145000.0,13369520879.31385,73882190.22777954,479852.7355414616,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0058,arm-grid-I-ne,14000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,270.58476077276356,265.3703224936499,2942.422791178594,3.3527022220293854,0.03274217242781974,8.18181818181818,22.63636363636363,537190082.644628,14039250347.155022,4914977454.545455,264145000.0,14039250347.155022,107071653.880952,575181.9227810316,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0059,arm-grid-I-ne,14000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,234.7776265882809,230.35047167336276,3461.7020561583613,3.9443876693998146,0.03590771989054416,8.18181818181818,22.63636363636363,537190082.644628,14729802557.24423,4914977454.545455,264145000.0,14729802557.24423,146067496.96484968,676690.124453078,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0060,arm-grid-I-ne,14000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,209.3924806392062,205.53083570253258,4010.670230838622,4.569901726928134,0.03906040569140728,8.18181818181818,22.63636363636363,537190082.644628,15439663312.533466,4914977454.545455,264145000.0,15439663312.533466,191184238.42261752,784001.8850895257,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0061,arm-grid-I-ne,14000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,190.6555010614298,187.2181435923055,4587.618559658442,5.227297377148594,0.04220114276583732,8.18181818181818,22.63636363636363,537190082.644628,16167515433.62975,4914977454.545455,264145000.0,16167515433.62975,242640823.03012133,896783.1788284053,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0062,arm-grid-I-ne,14000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,176.40294541304206,173.29469447702297,5191.017186554309,5.914831447108992,0.045330735096651566,8.18181818181818,22.63636363636363,537190082.644628,16912206130.05989,4914977454.545455,264145000.0,16912206130.05989,300600311.51986074,1014734.9509061298,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0063,arm-grid-I-ne,15000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,1131.427274167889,1107.8310063390818,1155.7135779162434,1.3168615646690514,0.017278087608773342,8.766233766233764,24.253246753246746,616672288.7502106,11994023206.345144,5262159272.727273,264145000.0,11994023206.345144,14078177.83577443,225917.757272314,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
